,cusip,tic,ticker,extraction_info,totals,extracted,errors
121865,38068T105,GORO,GORO,"13, 13, 0, []",13,13,0
121877,65412D809,MIMZF,MIMZF,"0, 0, 0, []",0,0,0
121887,892000308,TWER,TWER,"11, 11, 0, []",11,11,0
121899,693665101,PVR,PVR,"13, 13, 2, ['12', '06']",13,13,2
121906,16939Q104,CHHM,CHHM,"2, 2, 0, []",2,2,0
121908,17157P109,CHV,CHV,"0, 0, 0, []",0,0,0
121909,M82183209,ROSGQ,ROSGQ,"0, 0, 0, []",0,0,0
121919,Q8271C100,SGA.,SGA,"23, 23, 0, []",23,23,0
121922,874023104,TNF,TNF,"2, 2, 0, []",2,2,0
121924,378973408,GSAT,GSAT,"14, 14, 0, []",14,14,0
121936,716725106,PCQRF,PCQRF,"0, 0, 0, []",0,0,0
121945,40432Y109,HPIL,HPIL,"0, 0, 0, []",0,0,0
121952,957881303,WCRS,WCRS,"0, 0, 0, []",0,0,0
121959,45665G303,INFI,INFI,"20, 20, 0, []",20,20,0
121971,22787P107,CRWG,CRWG,"0, 0, 0, []",0,0,0
121980,65337X104,NEGXF,NEGXF,"0, 0, 0, []",0,0,0
121988,46139B102,DBV,DBV,"0, 0, 0, []",0,0,0
122001,95628P106,WTM.,WTM,"26, 26, 0, []",26,26,0
122004,583081203,MAYGF,MAYGF,"0, 0, 0, []",0,0,0
122014,700563208,PRRWF,PRRWF,"0, 0, 0, []",0,0,0
122023,73935X559,PRFE,PRFE,"0, 0, 0, []",0,0,0
122025,73935X237,PRFF,PRFF,"0, 0, 0, []",0,0,0
122027,73935X526,PRFG,PRFG,"0, 0, 0, []",0,0,0
122029,73935X518,PRFH,PRFH,"0, 0, 0, []",0,0,0
122031,73935X542,PRFM,PRFM,"0, 0, 0, []",0,0,0
122033,73935X534,PRFN,PRFN,"0, 0, 0, []",0,0,0
122035,73935X484,PRFQ,PRFQ,"0, 0, 0, []",0,0,0
122037,73935X492,PRFS,PRFS,"0, 0, 0, []",0,0,0
122039,73935X476,PRFU,PRFU,"0, 0, 0, []",0,0,0
122041,46137V597,PRFZ,PRFZ,"0, 0, 0, []",0,0,0
122054,48660Q102,KED,KED,"4, 4, 0, []",4,4,0
122076,67085J105,OFB.U,OFBU,"0, 0, 0, []",0,0,0
122077,464288745,RXI,RXI,"0, 0, 0, []",0,0,0
122090,464288695,MXI,MXI,"0, 0, 0, []",0,0,0
122103,464288729,EXI,EXI,"0, 0, 0, []",0,0,0
122116,464288711,JXI,JXI,"0, 0, 0, []",0,0,0
122129,464288737,KXI,KXI,"0, 0, 0, []",0,0,0
122142,46137Y500,CVY,CVY,"0, 0, 0, []",0,0,0
122155,18383M407,XRO,XRO,"0, 0, 0, []",0,0,0
122160,46137V209,EEB,EEB,"0, 0, 0, []",0,0,0
122173,46137V555,NFO,NFO,"0, 0, 0, []",0,0,0
122186,46137Y104,WMCR,WMCR,"0, 0, 0, []",0,0,0
122198,72764B100,PLUUF,PLUUF,"0, 0, 0, []",0,0,0
122209,40273W105,GSPE,GSPE,"0, 0, 0, []",0,0,0
122218,Y1968P121,DAC,DAC,"0, 0, 0, []",0,0,0
122230,843395104,SONA,SONA,"13, 13, 0, []",13,13,0
122256,602675100,MR.1,MR,"6, 6, 6, ['20', '18', '16', '15', '17', '19']",6,6,6
122264,09202D207,BDIMF,BDIMF,"0, 0, 0, []",0,0,0
122276,598147106,MELEF,MELEF,"0, 0, 0, []",0,0,0
122281,09254B109,BCF,BCF,"0, 0, 0, []",0,0,0
122288,617468103,CAF,CAF,"0, 0, 0, []",0,0,0
122301,90342V109,USBE,USBE,"2, 2, 0, []",2,2,0
122302,35137T108,FXCB,FXCB,"4, 4, 0, []",4,4,0
122320,460378201,ISCO,ISCO,"0, 0, 0, []",0,0,0
122328,96924N100,WLDN,WLDN,"14, 14, 0, []",14,14,0
122340,89235K105,TPTX.1,TPTX,"0, 0, 0, []",0,0,0
122342,45328X305,INCAF,INCAF,"0, 0, 0, []",0,0,0
122348,19249M102,COHN,COHN,"16, 16, 0, []",16,16,0
122372,26443R100,DULMF,DULMF,"0, 0, 0, []",0,0,0
122379,74164F103,PRIM,PRIM,"12, 12, 0, []",12,12,0
122392,G67742109,OB,OB,"11, 11, 0, []",11,11,0
122412,04247X102,AWI,AWI,"27, 27, 0, []",27,27,0
122424,46137V845,PRN,PRN,"0, 0, 0, []",0,0,0
122437,46137V886,PSL,PSL,"0, 0, 0, []",0,0,0
122450,73935X328,PTJ,PTJ,"0, 0, 0, []",0,0,0
122453,46137V852,PTH,PTH,"0, 0, 0, []",0,0,0
122466,46137V704,PYZ,PYZ,"0, 0, 0, []",0,0,0
122479,46137V860,PFI,PFI,"7, 7, 1, ['06']",7,7,1
122492,46137V811,PTF,PTF,"0, 0, 0, []",0,0,0
122505,46137V803,PEZ,PEZ,"0, 0, 0, []",0,0,0
122518,73935X468,PIQ,PIQ,"0, 0, 0, []",0,0,0
122525,73935X336,PJB,PJB,"0, 0, 0, []",0,0,0
122531,46137V878,PXI,PXI,"0, 0, 0, []",0,0,0
122544,97717W752,CCXE,CCXE,"0, 0, 0, []",0,0,0
122553,97717W745,DGG,DGG,"0, 0, 0, []",0,0,0
122556,97717W737,DPC,DPC,"0, 0, 0, []",0,0,0
122559,97717W729,DPN,DPN,"0, 0, 0, []",0,0,0
122562,97717W711,GNAT,GNAT,"0, 0, 0, []",0,0,0
122571,97717W695,DRF,DRF,"0, 0, 0, []",0,0,0
122574,97717W687,DBR,DBR,"0, 0, 0, []",0,0,0
122577,97717W679,DDI,DDI,"0, 0, 0, []",0,0,0
122580,97717W661,DBT,DBT,"0, 0, 0, []",0,0,0
122583,97717W653,DBU,DBU,"0, 0, 0, []",0,0,0
122592,42331P106,HLXW,HLXW,"0, 0, 0, []",0,0,0
122595,92189F304,EVX,EVX,"0, 0, 0, []",0,0,0
122608,92189F205,SLX,SLX,"0, 0, 0, []",0,0,0
122621,868447103,SPMD.2,SPMD,"7, 7, 0, []",7,7,0
122627,03957U100,APLP,APLP,"14, 14, 0, []",14,14,0
122638,984141101,XTNT.1,XTNT,"11, 11, 2, ['20', '19']",11,11,2
122640,53184C100,LFBCF,LFBCF,"0, 0, 0, []",0,0,0
122652,37946S107,GEGSQ,GEGSQ,"4, 4, 0, []",4,4,0
122658,258598101,DBTK,DBTK,"4, 4, 0, []",4,4,0
122661,13679U106,CDW.UN,CDWUN,"0, 0, 0, []",0,0,0
122667,46430P107,CYMNF,CYMNF,"0, 0, 0, []",0,0,0
122675,385034103,GHN,GHN,"0, 0, 0, []",0,0,0
122676,875100109,TAMO,TAMO,"0, 0, 0, []",0,0,0
122679,909089203,UTOG,UTOG,"0, 0, 0, []",0,0,0
122682,169491107,CHME,CHME,"0, 0, 0, []",0,0,0
122685,46137V126,PUW,PUW,"0, 0, 0, []",0,0,0
122697,46137V589,PSP,PSP,"0, 0, 0, []",0,0,0
122710,46137V407,PZD,PZD,"0, 0, 0, []",0,0,0
122723,12618X106,CNBV,CNBV,"0, 0, 0, []",0,0,0
122729,367348109,GHSEQ,GHSEQ,"7, 7, 0, []",7,7,0
122735,92913C106,IRR,IRR,"0, 0, 0, []",0,0,0
122748,79546E104,SBH,SBH,"14, 14, 0, []",14,14,0
122761,29084T104,EM.3,EM,"6, 6, 0, []",6,6,0
122765,43742E102,HMIN,HMIN,"0, 0, 0, []",0,0,0
122774,96327X101,WFCF,WFCF,"0, 0, 0, []",0,0,0
122781,698659109,3PCQC,3PCQC,"0, 0, 0, []",0,0,0
122783,83438K103,SLTM,SLTM,"7, 7, 0, []",7,7,0
122789,44329X109,HTR.Z,HTRZ,"0, 0, 0, []",0,0,0
122790,M8183P102,RRM,RRM,"0, 0, 0, []",0,0,0
122799,92826B104,VRAD,VRAD,"3, 3, 0, []",3,3,0
122802,482423100,KBW,KBW,"6, 6, 0, []",6,6,0
122812,44980X109,IPGP,IPGP,"14, 14, 0, []",14,14,0
122825,64830A109,NRBC,NRBC,"0, 0, 0, []",0,0,0
122835,71601R104,PTC.Z,PTCZ,"0, 0, 0, []",0,0,0
122837,927820100,VFGGF,VFGGF,"0, 0, 0, []",0,0,0
122843,14888U101,CPRX,CPRX,"13, 13, 0, []",13,13,0
122855,836301200,SAGD,SAGD,"0, 0, 0, []",0,0,0
122859,411307200,HNSN,HNSN,"10, 10, 0, []",10,10,0
122868,92933E108,WSFGQ,WSFGQ,"3, 3, 0, []",3,3,0
122872,136635109,CSIQ,CSIQ,"0, 0, 0, []",0,0,0
122884,719427106,FACE,FACE,"6, 6, 0, []",6,6,0
122889,46137V316,RTM,RTM,"0, 0, 0, []",0,0,0
122902,46137V365,RYE,RYE,"0, 0, 0, []",0,0,0
122915,46137V324,RGI,RGI,"0, 0, 0, []",0,0,0
122928,46137V282,RYT,RYT,"0, 0, 0, []",0,0,0
122941,46137V340,RYF,RYF,"0, 0, 0, []",0,0,0
122954,46137V332,RYH,RYH,"0, 0, 0, []",0,0,0
122967,46137V274,RYU,RYU,"0, 0, 0, []",0,0,0
122980,46137V381,RCD,RCD,"0, 0, 0, []",0,0,0
122993,46137V373,RHS,RHS,"0, 0, 0, []",0,0,0
123006,90207B107,TURV,TURV,"0, 0, 0, []",0,0,0
123015,874227101,TLCR,TLCR,"2, 2, 0, []",2,2,0
123019,98959P877,ZCRMF,ZCRMF,"0, 0, 0, []",0,0,0
123031,04744L106,ATHX,ATHX,"12, 12, 0, []",12,12,0
123043,M0854Q105,ALLT,ALLT,"0, 0, 0, []",0,0,0
123056,29089Q105,EBS,EBS,"14, 14, 1, ['10']",14,14,1
123069,38089V105,GDHC,GDHC,"0, 0, 0, []",0,0,0
123076,44109A105,H.Z,HZ,"0, 0, 0, []",0,0,0
123078,46430K108,ISDXF,ISDXF,"0, 0, 0, []",0,0,0
123091,64118P109,NLST,NLST,"14, 14, 1, ['07']",14,14,1
123103,78463X830,JPP,JPP,"0, 0, 0, []",0,0,0
123112,78463X822,JSC,JSC,"0, 0, 0, []",0,0,0
123121,92829N998,4004B,4004B,"0, 0, 0, []",0,0,0
123125,46430L106,ISHXF,ISHXF,"0, 0, 0, []",0,0,0
123138,46430M104,IOOXF,IOOXF,"0, 0, 0, []",0,0,0
123151,46430X100,XCG.,XCG,"0, 0, 0, []",0,0,0
123164,46430U106,XCV.,XCV,"0, 0, 0, []",0,0,0
123177,62948N104,NMX.1,NMX,"8, 8, 0, []",8,8,0
123179,921946406,VYM,VYM,"0, 0, 0, []",0,0,0
123192,21867N107,CDD.UN,CDDUN,"0, 0, 0, []",0,0,0
123205,25537W108,DVDDF,DVDDF,"0, 0, 0, []",0,0,0
123218,390528107,GFLB,GFLB,"0, 0, 0, []",0,0,0
123228,65337Y409,WAVE,WAVE,"6, 6, 2, ['07', '10']",6,6,2
123233,98145W208,XWES,XWES,"8, 8, 2, ['08', '07']",8,8,2
123240,92275P307,VQ,VQ,"11, 11, 11, ['09', '11', '15', '07', '08', '14', '16', '12', '13', '10', '06']",11,11,11
123245,464288570,DSI,DSI,"0, 0, 0, []",0,0,0
123258,38199Z004,FRO3,FRO3,"0, 0, 0, []",0,0,0
123265,71711N100,PBSV,PBSV,"0, 0, 0, []",0,0,0
123278,00768M202,AERO,AERO,"0, 0, 0, []",0,0,0
123291,N00985106,AER,AER,"0, 0, 0, []",0,0,0
123303,19248P106,FOF,FOF,"0, 0, 0, []",0,0,0
123316,55336L102,MPMQ,MPMQ,"0, 0, 0, []",0,0,0
123326,25158Y102,DHG,DHG,"0, 0, 0, []",0,0,0
123337,656811106,NOA,NOA,"0, 0, 0, []",0,0,0
123350,135038107,CNDPF,CNDPF,"0, 0, 0, []",0,0,0
123358,27986R101,EDGXF,EDGXF,"0, 0, 0, []",0,0,0
123362,408853109,3HFBN,3HFBN,"0, 0, 0, []",0,0,0
123368,97699G932,RNIN.1,RNIN,"0, 0, 0, []",0,0,0
123375,60040W105,MLNLF,MLNLF,"0, 0, 0, []",0,0,0
123387,75942N102,RELZF,RELZF,"0, 0, 0, []",0,0,0
123389,56089A103,MAKOF,MAKOF,"0, 0, 0, []",0,0,0
123391,74344F106,PBTH,PBTH,"5, 5, 0, []",5,5,0
123397,027263102,AMLM,AMLM,"0, 0, 0, []",0,0,0
123401,82935B202,SNEN,SNEN,"0, 0, 0, []",0,0,0
123404,27828N102,ETY,ETY,"0, 0, 0, []",0,0,0
123417,908536105,USQ,USQ,"0, 0, 0, []",0,0,0
123418,58406P102,MEDE,MEDE,"2, 2, 0, []",2,2,0
123419,22284R101,COF.H,COFH,"0, 0, 0, []",0,0,0
123424,400501102,OMAB,OMAB,"0, 0, 0, []",0,0,0
123437,00190T106,APQUF,APQUF,"0, 0, 0, []",0,0,0
123442,169398104,CHHE,CHHE,"0, 0, 0, []",0,0,0
123452,55610N105,DCR,DCR,"0, 0, 0, []",0,0,0
123453,55610L109,UCR,UCR,"0, 0, 0, []",0,0,0
123454,21727R108,CBW..,CBW,"0, 0, 0, []",0,0,0
123460,483709101,KNDI,KNDI,"12, 12, 1, ['19']",12,12,1
123472,46137V472,XMHQ,XMHQ,"0, 0, 0, []",0,0,0
123485,46137V514,EQWS,EQWS,"0, 0, 0, []",0,0,0
123497,46137V449,EQWL,EQWL,"0, 0, 0, []",0,0,0
123510,46137V621,PGF,PGF,"0, 0, 0, []",0,0,0
123523,73935X179,PYH,PYH,"0, 0, 0, []",0,0,0
123529,45107J105,ICOTF,ICOTF,"0, 0, 0, []",0,0,0
123538,45256Q108,IMTC,IMTC,"0, 0, 0, []",0,0,0
123540,45822R101,IGXT,IGXT,"0, 0, 0, []",0,0,0
123548,93041P506,WGBS,WGBS,"8, 8, 3, ['09', '12', '11']",8,8,3
123577,33733E708,TUSA,TUSA,"0, 0, 0, []",0,0,0
123590,81689B103,SNCA,SNCA,"11, 11, 2, ['09', '10']",11,11,2
123602,14912Y202,CTT,CTT,"14, 14, 0, []",14,14,0
123614,42279M107,HLYS,HLYS,"6, 6, 0, []",6,6,0
123619,00826A109,AFFY,AFFY,"8, 8, 0, []",8,8,0
123626,12802T101,CDVIQ,CDVIQ,"8, 8, 0, []",8,8,0
123633,65251F105,NEWS,NEWS,"11, 11, 0, []",11,11,0
123653,85771Q100,STCA,STCA,"0, 0, 0, []",0,0,0
123657,02208R106,AIMC,AIMC,"14, 14, 0, []",14,14,0
123670,049303100,ATN,ATN,"4, 4, 3, ['07', '08', '09']",4,4,3
123672,14574X104,TAST,TAST,"13, 13, 0, []",13,13,0
123684,45675Y104,III,III,"14, 14, 0, []",14,14,0
123696,401692108,GUID,GUID,"11, 11, 0, []",11,11,0
123706,73688F102,PTMN,PTMN,"14, 14, 0, []",14,14,0
123730,Y8565J101,TOO,TOO,"0, 0, 0, []",0,0,0
123743,585464100,MLCO,MLCO,"0, 0, 0, []",0,0,0
123756,89628E104,TSL,TSL,"0, 0, 0, []",0,0,0
123765,233153204,DCT,DCT,"16, 16, 0, []",16,16,0
123787,37183T107,GLS,GLS,"0, 0, 0, []",0,0,0
123789,67423R108,OMPI,OMPI,"7, 7, 0, []",7,7,0
123795,035265107,ANIMF,ANIMF,"0, 0, 0, []",0,0,0
123799,435694104,HENC,HENC,"0, 0, 0, []",0,0,0
123804,46432L104,ISLN,ISLN,"4, 4, 0, []",4,4,0
123807,847560109,SE.7,SE,"0, 0, 0, []",0,0,0
123817,18383M704,OTP,OTP,"0, 0, 0, []",0,0,0
123822,46138J775,DEF,DEF,"0, 0, 0, []",0,0,0
123835,46137V159,CSD,CSD,"0, 0, 0, []",0,0,0
123848,18383M803,GRN.3,GRN,"0, 0, 0, []",0,0,0
123849,205859101,COMV,COMV,"5, 5, 0, []",5,5,0
123854,83066R107,SKH,SKH,"0, 0, 0, []",0,0,0
123862,008291106,AFCRF,AFCRF,"0, 0, 0, []",0,0,0
123871,G3704F110,FFHL,FFHL,"0, 0, 0, []",0,0,0
123883,41135V301,HQCL,HQCL,"0, 0, 0, []",0,0,0
123894,896724101,TRIAF,TRIAF,"0, 0, 0, []",0,0,0
123897,89366E100,TAQ,TAQ,"0, 0, 0, []",0,0,0
123898,73935X310,PVM,PVM,"0, 0, 0, []",0,0,0
123900,73935X294,PGZ.1,PGZ,"0, 0, 0, []",0,0,0
123902,78463X863,RWX,RWX,"0, 0, 0, []",0,0,0
123915,46137V308,PKW,PKW,"0, 0, 0, []",0,0,0
123928,33744R508,FURAF,FURAF,"0, 0, 0, []",0,0,0
123943,913788105,UPGI,UPGI,"7, 7, 0, []",7,7,0
123953,88907T303,TOGL,TOGL,"0, 0, 0, []",0,0,0
123958,092508100,BTZ,BTZ,"0, 0, 0, []",0,0,0
123971,15643T305,CTMUF,CTMUF,"0, 0, 0, []",0,0,0
123982,184499101,CLNE,CLNE,"13, 13, 0, []",13,13,0
123994,74316X101,PFIE,PFIE,"12, 12, 0, []",12,12,0
124002,55352L101,MSBF,MSBF,"8, 8, 0, []",8,8,0
124026,68633D103,ORIT,ORIT,"3, 3, 1, ['08']",3,3,1
124052,300504107,EVOQ,EVOQ,"0, 0, 0, []",0,0,0
124058,34551Q203,FENYF,FENYF,"0, 0, 0, []",0,0,0
124064,871043105,SDXC,SDXC,"4, 4, 0, []",4,4,0
124067,03525N109,AHII.,AHII,"2, 2, 0, []",2,2,0
124071,008073108,AVAV,AVAV,"13, 13, 1, ['07']",13,13,1
124084,M51363113,MLNX,MLNX,"14, 14, 0, []",14,14,0
124097,146772108,ECRFF,ECRFF,"0, 0, 0, []",0,0,0
124106,16941J205,CPSL,CPSL,"9, 9, 5, ['10', '14', '07', '09', '08']",9,9,5
124114,70086Y105,PSTB,PSTB,"7, 7, 0, []",7,7,0
124132,758338107,REED,REED,"11, 11, 0, []",11,11,0
124144,78116P101,RBYC,RBYC,"0, 0, 0, []",0,0,0
124147,903415800,UWEFF,UWEFF,"0, 0, 0, []",0,0,0
124157,379443104,GDP.UN,GDPUN,"0, 0, 0, []",0,0,0
124166,46140H601,DGL,DGL,"0, 0, 0, []",0,0,0
124179,46140H403,DBO,DBO,"0, 0, 0, []",0,0,0
124192,46140H502,DBP,DBP,"0, 0, 0, []",0,0,0
124205,46140H700,DBB,DBB,"0, 0, 0, []",0,0,0
124218,46140H205,DBS,DBS,"0, 0, 0, []",0,0,0
124231,46140H106,DBA,DBA,"0, 0, 0, []",0,0,0
124244,46140H304,DBE,DBE,"0, 0, 0, []",0,0,0
124257,88732J207,TWC,TWC,"10, 10, 0, []",10,10,0
124266,492536107,KSSH,KSSH,"0, 0, 0, []",0,0,0
124275,08662W200,HXU.,HXU,"0, 0, 0, []",0,0,0
124288,08660R104,HZRZU,HZRZU,"0, 0, 0, []",0,0,0
124301,464288646,IGSB,IGSB,"0, 0, 0, []",0,0,0
124314,464288653,TLH,TLH,"0, 0, 0, []",0,0,0
124327,464288661,IEI,IEI,"0, 0, 0, []",0,0,0
124340,464288620,USIG,USIG,"0, 0, 0, []",0,0,0
124353,464288596,GBF,GBF,"0, 0, 0, []",0,0,0
124366,464288638,IGIB,IGIB,"0, 0, 0, []",0,0,0
124379,464288679,SHV,SHV,"0, 0, 0, []",0,0,0
124392,464288612,GVI,GVI,"0, 0, 0, []",0,0,0
124405,469871206,JADA,JADA,"0, 0, 0, []",0,0,0
124407,03349A200,AAUJF,AAUJF,"0, 0, 0, []",0,0,0
124411,05351B307,ALXXF,ALXXF,"0, 0, 0, []",0,0,0
124418,73158Q109,3PBCP,3PBCP,"0, 0, 0, []",0,0,0
124430,40867E107,HBNK,HBNK,"8, 8, 1, ['08']",8,8,1
124446,78463X848,CWI,CWI,"0, 0, 0, []",0,0,0
124459,59318A100,MGMCF,MGMCF,"0, 0, 0, []",0,0,0
124466,58508M205,MWX..,MWX,"0, 0, 0, []",0,0,0
124471,91059D100,UEEC,UEEC,"0, 0, 0, []",0,0,0
124481,87163U103,SYXXF,SYXXF,"0, 0, 0, []",0,0,0
124486,42226E844,HHB,HHB,"0, 0, 0, []",0,0,0
124487,42226E406,HHJ,HHJ,"0, 0, 0, []",0,0,0
124488,42226E109,HHD,HHD,"0, 0, 0, []",0,0,0
124489,42226E836,HHE,HHE,"0, 0, 0, []",0,0,0
124490,42226E786,HHV,HHV,"0, 0, 0, []",0,0,0
124491,31308T100,FCSX,FCSX,"4, 4, 0, []",4,4,0
124495,635309107,NCMI,NCMI,"14, 14, 0, []",14,14,0
124507,923359103,VRAZ,VRAZ,"7, 7, 0, []",7,7,0
124510,L3466T104,FSR,FSR,"5, 5, 0, []",5,5,0
124520,74348A210,RWM,RWM,"0, 0, 0, []",0,0,0
124533,74347R818,SAA,SAA,"0, 0, 0, []",0,0,0
124546,74348A376,SBB,SBB,"0, 0, 0, []",0,0,0
124559,74348A327,SDD,SDD,"0, 0, 0, []",0,0,0
124572,74347R842,UWM,UWM,"0, 0, 0, []",0,0,0
124585,74348A319,TWM,TWM,"0, 0, 0, []",0,0,0
124598,470751108,JAMN,JAMN,"0, 0, 0, []",0,0,0
124606,83616T108,FIRE,FIRE,"6, 6, 0, []",6,6,0
124612,68375V105,OPXT,OPXT,"6, 6, 0, []",6,6,0
124618,00326L100,AOD,AOD,"0, 0, 0, []",0,0,0
124631,361570104,GDL,GDL,"0, 0, 0, []",0,0,0
124644,670699107,QQQX,QQQX,"0, 0, 0, []",0,0,0
124657,265026104,DEP,DEP,"5, 5, 5, ['07', '10', '11', '08', '09']",5,5,5
124661,86800U104,SMCI,SMCI,"12, 12, 0, []",12,12,0
124674,05366Y201,AVNW,AVNW,"13, 13, 0, []",13,13,0
124687,854722105,HREEF,HREEF,"0, 0, 0, []",0,0,0
124694,78463X855,GII,GII,"0, 0, 0, []",0,0,0
124707,635309008,NCMI1,NCMI1,"0, 0, 0, []",0,0,0
124717,292218104,EIG,EIG,"14, 14, 0, []",14,14,0
124741,40418F108,HF,HF,"13, 13, 0, []",13,13,0
124765,90343C100,PRTS,PRTS,"14, 14, 0, []",14,14,0
124777,68401H104,OPTR,OPTR,"7, 7, 0, []",7,7,0
124783,34958B106,FIG,FIG,"11, 11, 0, []",11,11,0
124803,142363209,CGJCF,CGJCF,"0, 0, 0, []",0,0,0
124805,250669108,DRGDF,DRGDF,"0, 0, 0, []",0,0,0
124817,G3075P101,ESGR,ESGR,"14, 14, 0, []",14,14,0
124829,74347R719,DIG,DIG,"0, 0, 0, []",0,0,0
124842,74348A368,SIJ,SIJ,"0, 0, 0, []",0,0,0
124855,74348A525,DUG,DUG,"0, 0, 0, []",0,0,0
124868,74348A236,SCC,SCC,"0, 0, 0, []",0,0,0
124881,74348A228,RXD,RXD,"0, 0, 0, []",0,0,0
124894,74347B748,SKF,SKF,"0, 0, 0, []",0,0,0
124907,74347R776,UYM,UYM,"0, 0, 0, []",0,0,0
124920,74347R735,RXL,RXL,"0, 0, 0, []",0,0,0
124933,74347X633,UYG,UYG,"0, 0, 0, []",0,0,0
124946,74347R727,UXI,UXI,"0, 0, 0, []",0,0,0
124959,74347R693,ROM,ROM,"0, 0, 0, []",0,0,0
124972,74347G200,SSG,SSG,"0, 0, 0, []",0,0,0
124985,74347R669,USD,USD,"0, 0, 0, []",0,0,0
124998,74347R750,UCC,UCC,"0, 0, 0, []",0,0,0
125011,74347X625,URE,URE,"0, 0, 0, []",0,0,0
125024,74347R685,UPW,UPW,"0, 0, 0, []",0,0,0
125037,74347B722,SDP,SDP,"0, 0, 0, []",0,0,0
125050,74348A244,SRS,SRS,"0, 0, 0, []",0,0,0
125063,74347G101,REW,REW,"0, 0, 0, []",0,0,0
125076,74347B177,SMN,SMN,"0, 0, 0, []",0,0,0
125089,74347R768,UGE,UGE,"0, 0, 0, []",0,0,0
125102,74347R115,SZK,SZK,"0, 0, 0, []",0,0,0
125115,415858109,HROW,HROW,"12, 12, 0, []",12,12,0
125125,12673A108,CYS,CYS,"9, 9, 0, []",9,9,0
125146,440694305,ZINCQ,ZINCQ,"9, 9, 0, []",9,9,0
125155,09070W105,BSHF,BSHF,"0, 0, 0, []",0,0,0
125165,91349N108,0232B,0232B,"0, 0, 0, []",0,0,0
125167,18681B202,CMO.H,CMOH,"17, 17, 0, []",17,17,0
125177,98949G102,ZGSI,ZGSI,"0, 0, 0, []",0,0,0
125182,M2196U109,CEL,CEL,"0, 0, 0, []",0,0,0
125194,92647F201,VNCKF,VNCKF,"0, 0, 0, []",0,0,0
125206,135694107,CFS.,CFS,"16, 16, 0, []",16,16,0
125211,794006106,SLRY,SLRY,"4, 4, 0, []",4,4,0
125215,87611X105,NGLS,NGLS,"14, 14, 0, []",14,14,0
125224,88575Y105,SSRX,SSRX,"0, 0, 0, []",0,0,0
125230,466090206,JASO,JASO,"0, 0, 0, []",0,0,0
125241,222083107,CGRB,CGRB,"0, 0, 0, []",0,0,0
125243,004397105,ARAY,ARAY,"13, 13, 0, []",13,13,0
125256,893237107,TIL.2,TIL,"0, 0, 0, []",0,0,0
125257,89154K201,TLGN,TLGN,"0, 0, 0, []",0,0,0
125260,45782D100,IPIX,IPIX,"7, 7, 0, []",7,7,0
125269,185061108,CPBRQ,CPBRQ,"0, 0, 0, []",0,0,0
125272,46138W107,FXY,FXY,"0, 0, 0, []",0,0,0
125285,45841N107,IBKR,IBKR,"13, 13, 0, []",13,13,0
125310,29667D104,ESSA,ESSA,"13, 13, 0, []",13,13,0
125336,35168Q106,FXI.H,FXIH,"0, 0, 0, []",0,0,0
125338,705016103,PTSS,PTSS,"0, 0, 0, []",0,0,0
125345,74993W939,2326B,2326B,"0, 0, 0, []",0,0,0
125350,33733E500,QCLN,QCLN,"0, 0, 0, []",0,0,0
125363,33733E401,QQXT,QQXT,"0, 0, 0, []",0,0,0
125376,46433V200,CJP.,CJP,"0, 0, 0, []",0,0,0
125386,46432Y205,CIE.,CIE,"0, 0, 0, []",0,0,0
125396,06759L103,BBDC,BBDC,"14, 14, 0, []",14,14,0
125420,824568109,UECN,UECN,"9, 9, 0, []",9,9,0
125429,78026P209,ROYE,ROYE,"0, 0, 0, []",0,0,0
125434,46141D203,UUP,UUP,"0, 0, 0, []",0,0,0
125447,46141D104,UDN,UDN,"0, 0, 0, []",0,0,0
125460,430067108,HCD,HCD,"0, 0, 0, []",0,0,0
125461,743786105,PRVSF,PRVSF,"0, 0, 0, []",0,0,0
125467,380721100,GRCAF,GRCAF,"0, 0, 0, []",0,0,0
125479,539573105,LBAS,LBAS,"0, 0, 0, []",0,0,0
125483,53045E105,LBYE,LBYE,"0, 0, 0, []",0,0,0
125490,257559203,UFS,UFS,"13, 13, 0, []",13,13,0
125502,12600U102,CMSB,CMSB,"6, 6, 0, []",6,6,0
125518,09064Y307,BIOF,BIOF,"0, 0, 0, []",0,0,0
125525,74348A384,SJH,SJH,"0, 0, 0, []",0,0,0
125533,87240R107,TFSL,TFSL,"13, 13, 0, []",13,13,0
125559,74348A624,SFK,SFK,"0, 0, 0, []",0,0,0
125567,10807Q700,BLIN,BLIN,"11, 11, 0, []",11,11,0
125580,74348A483,SJF,SJF,"0, 0, 0, []",0,0,0
125588,74348A293,SKK,SKK,"0, 0, 0, []",0,0,0
125596,74347R537,UKF,UKF,"0, 0, 0, []",0,0,0
125604,74347B771,SJL,SJL,"0, 0, 0, []",0,0,0
125612,74347R511,UKW,UKW,"0, 0, 0, []",0,0,0
125620,74347R495,UVU,UVU,"0, 0, 0, []",0,0,0
125628,74347R479,UVT,UVT,"0, 0, 0, []",0,0,0
125636,74347R529,UVG,UVG,"0, 0, 0, []",0,0,0
125644,74347B763,SDK,SDK,"0, 0, 0, []",0,0,0
125651,74347R487,UKK,UKK,"0, 0, 0, []",0,0,0
125659,043176106,ARUN,ARUN,"8, 8, 0, []",8,8,0
125667,379890106,GLUU,GLUU,"13, 13, 0, []",13,13,0
125680,22675W107,CRECF,CRECF,"0, 0, 0, []",0,0,0
